A
Abe 阿部。安部。安倍。阿倍。  
Tsuboyama 坪山。  
Tsubuku 津布久。  
Tsuburaya 圆谷。  
Tsuchida 土田。槌田。  
Tsuchie 土江。  
Tsuchihashi 土桥。  
Tsuchii 土井。土居。  
Tsuchikado 土门。  
Tsuchikata 土方。  
Tsuchikawa 土川。  
Tsuchiko 土子。  
Tsuchikura 土仓。  
Tsuchimoto 土本。  
Tsuchitani 土谷。槌谷。  
Tsuchiya 土屋。土谷。槌谷。  
Tsuchiyama 土山。  
Tsuchizawa 土泽。  
Tsuda 津田。  
Tsugane 津金。  
Tsugaru 津轻。  
Tsugawa 津川。  
Tsuge 柘值。  
Tsugita 次田。  
Tsuhako 津波古。  
Tsuji 都治。  
Tsukada 冢田。束田。  
Tsukagoshi 冢越。  
Tsukahara 冢原。束原。  
Tsukakoshi 冢越。  
Tsukakuchi 冢口。  
Tsukamoto 冢本。  
Tsukano 冢野。  
Tsukao 冢尾。  
Tsukasa 司。  
Tsukata 冢田。  
Tsukatani 柄谷。冢谷。  
Tsukazaki 冢崎。  
Tsuki 调。  
Tsukida 月田。  
Tsukidate 月馆。  
Tsukigata 月形。  
Tsukii 月井。  
Tsukiji 筑地。  
Tsukimoto 根本。  
Tsukimura 月村。  
Tsukioka 月冈。  
Tsukitani 槻谷。  
Tsukiyama 筑山。  
Tsukuda 佃。  
Tsukui 津久井。  
Tsukumo 津云。  
Tsukushi 筑紫。  
Tsumagari 津曲。  
Tsumaki 妻木。  
Tsumaya 妻屋。  
Tsumita 积田。  
Tsumori 津守。  
Tsumoto 津本。  
Tsumura 津村。  
Tsunajima 纲岛。  
Tsunakawa 纲川。  
Tsunami 津波。  
Tsunashima 纲岛。  
Tsunekawa 恒川。  
Tsuneki 常木。  
Tsunematsu 常松。恒松。  
Tsunemi 常见。  
Tsuneoka 常冈。  
Tsuneta 常田。  
Tsuneto 常藤。恒藤。  
Tsuneyama 常山。  
Tsuneyoshi 恒吉。  
Tsuno 角。津野。  
Tsunoda 角田。津野田。  
Tsunogai 角谷。  
Tsunoi 角井。  
Tsunota 角田。  
Tsunotani 角谷。  
Tsunoya 角谷。  
Tsuru 鹤。津留。都留。  
Tsuruga 敦贺。鹤贺。  
Tsuruhara 鹤原。  
Tsurukai 鹤饲。  
Tsurukame 鹤龟。  
Tsurukawa 鹤川。  
Tsurumaki 鹤卷。弦卷。  
Tsurumi 鹤见。  
Tsurumine 鹤峰。  
Tsuruno 鹤野。  
Tsuruoka 鹤冈。  
Tsurusaki 鹤崎。  
Tsurusawa 鹤泽。  
Tsuruta 鹤田。  
Tsurutani 鹤谷。  
Tsuruya 鹤谷。鹤屋。  
Tsuruzawa 鹤泽。  
Tsuruzono 鹤园。  
Tsushima 津岛。对马。  
Tsuta 茑。  
Tsutaeda 传田。  
Tsutani 津谷。  
Tsutaya 茑屋。  
Tsutsui 筒井。  
Tsutsuimura 筒井。  
Tsutsumi 堤。  
Tsutsumino 堤野。  
Tsutsumishita 堤下。  
Tsuuchi 津打。  
Tsuya 津屋。  
Tsuyama 津山。  
Tsuyoshi 津吉。  
Tsuyu 露。  
Tsuyuguchi 露口。  
Tsuyuki 露木。  
Tsuyuzaki 露崎。  
Tsuzaka 津阪。  
Tsuzaki 津崎。  
Tsuzuki 都筑。都筑。  
Tsuzura 廿乐。 
U 

Ubara 羽原。  
Ubui 生井。  
Ubukata 生方。生形。  
Ubusawa 生泽。  
Uchibori 内堀。  
Uchida 内田。打田。  
Uchigaki 内垣。  
Uchihara 内原。  
Uchikawa 内川。  
Uchiki 内木。  
Uchikoshi 打越。  
Uchikura 内仓。  
Uchima 内间。  
Uchimoto 内本。  
Uchimura 内村。  
Uchino 内野。  
Uchiumi 内海。  
Uchiya 打矢。内矢。  
Uchiyama 内山。  
Uchu 宇宙。  
Uda 宇田。宇多。  
Udagawa 宇田川。  
Udaka 宇高。  
Udo 有働。  
Udono 鹈殿。  
Ueba 上羽。  
Uebayashi 上林。  
Uechi 上地。  
Ueda 上田。植田。殖田。  
Uede 上出。  
Uegaki 上垣。植垣。  
Uehara 上原。植原。  
Uehata 上畑  
Uei 上井。  
Ueishi 上石。  
Uejima 上岛。植岛。  
Uejo 上条。  
Uekawa 上川。上河。  
Ueki 植木。上木。  
Uekubo 上久保。  
Uekusa 植草。  
Uema 上间。  
Uematsu 植松。上松。  
Uemoto 上本。植本。  
Uemura 上村。植村。  
Uenaka 上中。  
Uenishi 上西。植西。  
Ueno 上野。植野。  
Uenoyama 上野山。  
Ueoka 上冈。  
Uesaka 上阪。  
Uesawa 上泽。  
Ueshiba 植芝。  
Ueshima 上岛。  
Ueshiro 上代。  
Uesugi 上杉。植杉。  
Uetake 植竹。  
Uetani 上谷。  
Uetsuki 上月。植月。  
Ueyama 上山。植山。  
Uezaki 植崎。  
Uezato 上里。  
Uezono 上园。  
Ufu 承。  
Uga 羽贺。宇贺。  
Ugai 鹈饲。  
Ugajin 宇贺神。  
Ugaki 宇垣。  
Ugo 向后。羽后。  
Ui 宇井。  
Uji 宇治。菟道。  
Ujigawa 宇治川。  
Ujihara 氏原。  
Ujie 氏家。  
Ujimaru 氏丸。  
Ujita 宇治田。氏田。  
Ujuku 宇宿。  
Ukai 鹈饲。  
Ukaji 宇梶  
Ukawa 鹈川。  
Ukeda 受田。  
Ukekawa 请川。  
Ukishima 浮田。宇喜多。  
Ukon 右近。  
Umaba 马场。  
Umada 马田。  
Umano 马野。  
Umashima 马岛。  
Umayahara 马屋原。  
Ume 梅。  
Umebayashi 梅林。  
Umebori 梅暮。  
Umeda 梅田。  
Umegaki 梅垣。  
Umehara 梅原。  
Umejima 梅岛。  
Umekawa 梅川。  
Umeki 梅木。楳木。  
Umemiya 梅宫。  
Umemoto 梅本。  
Umemura 梅村。  
Umene 梅根。  
Umeno 梅野。  
Umeoka 梅冈。  
Umesao 梅棹。  
Umeshima 梅岛。  
Umetada 埋忠。  
Umetani 梅谷。  
Umeura 梅浦。  
Umewaka 梅若。  
Umeya 梅谷。  
Umeyama 梅山。  
Umezaki 梅崎。  
Umezawa 梅泽。  
Umezono 梅园。  
Umezu 梅津。  
Umifuji 海藤。  
Umino 海野。  
Umitani 海谷。  
Umizu 海津。  
Uneme 采女。  
Unesaki 畦崎。  
Unezaki 畦崎。  
Ungo 云居。  
Unkoku 云谷。  
Unno 海野。  
Uno 宇野。鹈野。  
Unogaki 宇垣。  
Unosawa 宇野泽。  
Unryu 云龙。  
Unuma 鹈沼。  
Uoi 鱼井。  
Uota 鱼田。  
Uotani 鱼谷。  
Uotsu 鱼津。  
Uoya 鱼谷。  
Uozumi 鱼住。  
Ura 浦。  
Urabe 卜部。占部。浦部。浦边。  
Urada 浦田。  
Uragami 浦上。  
Urai 浦井。  
Urakawa 浦川。  
Uramatsu 裏松。  
Uramoto 浦本。  
Uranishi 浦西。  
Urano 浦野。裏野。  
Urasawa 浦泽。  
Urashima 浦岛。  
Urata 浦田。  
Uratani 浦谷。  
Urayama 浦山。  
Urazaki 浦崎。  
Ureshino 嬉野。  
Uruhara 漆原。  
Uruma 漆间。  
Uruno 宇留野。  
Urushihara 漆原。  
Urushihata 漆畑。  
Uryu 瓜生。  
Usa 宇佐。  
Usami 宇佐美。宇佐见。  
Ushiba 牛场。  
Ushida 牛田。  
Ushijima 牛岛。  
Ushiki 牛木。  
Ushikoshi 牛越。  
Ushiku 牛久。  
Ushikubo 牛洼。牛久保。  
Ushimaru 牛丸。  
Ushio 牛尾。  
Ushiro 后。  
Ushiroku 后宫。  
Ushiyama 牛山。  
Ushizawa 牛泽。  
Ushizuka 牛冢。  
Usho 潮。  
Ushoda 潮田。  
Usu 薄。  
Usuda 臼田。  
Usuha 薄叶。  
Usui 臼井。碓井。薄井。碓冰。笛吹。臼居。碓居。  
Usuki 臼杵。  
Usukura 臼仓。  
Usuta 薄田。  
Uta 右田。  
Utagawa 歌川。  
Utahashi 歌桥。  
Utashiro 歌代。  
Utazawa 歌泽。哥泽。  
Utei 乌亭。  
Utena 台。  
Utsu 宇津。  
Utsugi 宇津木。  
Utsuki 宇津木。宇都木。卯月。  
Utsumi 内海。  
Utsunomiya 宇都宫。宇津宫。  
Uwabo 上保。  
Uwai 上井。  
Uyama 宇山。  
Uzawa 鹈泽。  
Uzu 宇都。  
 

Wachi 和地。和智。和知。  
Wada 和田。  
Wadachi 和达。  
Wadagaki 和田垣。  
Waga 和贺。  
Wagatsuma 我妻。  
Waguna 和久奈。  
Waguri 和栗。  
Wainai 和井内。  
Waita 和井田。  
Wajima 和岛。轮岛。  
Wakabayashi 若林。  
Wakae 若江。  
Wakahara 和原。  
Wakai 若井。若生。  
Wakaizumi 若泉。  
Wakaki 若木。  
Wakama 若间。  
Wakamatsu 若松。  
Wakamiya 若宫。  
Wakamoto 若本。  
Wakana 若菜。  
Wakano 若野。  
Wakao 若尾。若生。  
Wakasa 若狭。  
Wakasaki 若崎。  
Wakasakurabe 若樱部。  
Wakashima 若岛。  
Wakasugi 若杉。  
Wakata 若田。  
Wakatake 若竹。  
Wakatsuki 若月。若筑。  
Wakauma 若梅。  
Wakayama 若山。  
Wakazono 若园。  
Wake 和气。  
Wakebe 分部。  
Waki 和气。胁  
Wakimoto 胁本。  
Wakimura 胁村。  
Wakino 胁野。  
Wakisaka 胁阪。  
Wakita 胁田。  
Wakitani 胁谷。  
Wakiya 胁谷。胁屋。  
Wakizaka 胁阪。  
Wako 和光。  
Waku 和久。  
Wakui 涌井。和久井。  
Wakuta 和久田。涌田。  
Wanaka 和中。  
Wani 和仁。  
Waratani 藁谷。  
Waraya 藁谷。  
Warome 根路铭。  
Wasada 早田。  
Waseda 早稻田。  
Washida 鹫田。  
Washimi 鹫见。  
Washino 鹫野。  
Washio 鹫尾。  
Washiyama 鹫山。  
Washizu 鹫巢。鹫津。鹫头。  
Watabe 渡部。  
Watabiki 绵引。  
Watada 和多田。  
Watai 渡井。  
Watanabe 渡边。渡部。  
Watanuki 绵贯。  
Watarai 渡会。渡井。度会。  
Watari 渡。亘。  
Watase 渡濑。  
Watatani 绵谷。  
Wataya 绵谷。  
Wazawa 和泽。  
 
 
Y 

Yabana 矢花。  
Yabe 矢部。谷部。  
Yabiku 屋比久。  
Yabu 薮。籔。  
Yabuki 矢吹。  
Yabumoto 薮本。籔本。  
Yabunaka 薮中。籔中。  
Yabuno 薮野。  
Yabusaki 薮崎。  
Yabushita 薮下。  
Yabuta 薮田。籔田。  
Yabuuchi 薮内。籔内。  
Yachi 谷内。谷地。  
Yada 矢田。八田。  
Yadotani 宿谷。   
Yaegashi 八重樫。   
Yafuji 矢藤。谷藤。  
Yagami 矢上。  
Yagawa 矢川。  
Yageta 八下田。  
Yagi 八木。矢木。  
Yagibori 柳堀。  
Yagihara 八木原。  
Yagihashi 八木桥。  
Yaginuma 柳沼。  
Yagioka 柳冈。  
Yagisawa 八木泽。  
Yagise 柳濑。  
Yagishita 柳下。八木下。  
Yagita 八木田。柳田。  
Yago 八子。矢后。  
Yaguchi 谷口。矢口。  
Yagyu 柳生。  
Yahagi 矢作。矢萩。  
Yahara 谷原。  
Yahashi 矢桥。  
Yahiro 八寻。  
Yaita 矢板。  
Yajima 矢岛。谷岛。  
Yakai 谷贝。  
Yakata 馆。  
Yakawa 矢川。  
Yakou 谷古宇。  
Yaku 夜久。  
Yakura 矢仓。八仓。  
Yakushiji 药师寺。  
Yakuwa 八锹。  
Yama 山。  
Yamaba 山羽。  
Yamabata 山畑 
Yamabayashi 山林。  
Yamabe 山边。山部。  
Yamabiko 山彦。  
Yamachi 山地。  
Yamada 山田。  
Yamade 山出。  
Yamadera 山寺。  
Yamafuji 山藤。  
Yamaga 山家。山贺。山鹿。  
Yamagami 山上。山神。  
Yamagata 山县。山形。山片。  
Yamagishi 山岸。  
Yamagiwa 山际。山极。  
Yamagoe 山越。  
Yamagoshi 山越。  
Yamaguchi 山口。  
Yamaguni 山国。  
Yamahana 山花。  
Yamahara 山原。  
Yamahata 山端。  
Yamahigashi 山东。  
Yamahira 山平。  
Yamai 山井。  
Yamaichi 山市。  
Yamaie 山家。  
Yamaishi 山石。  
Yamaji 山路。山道。  
Yamakado 山门。  
Yamakata 山方。  
Yamakawa 山川。  
Yamaki 山城。山木。八卷。  
Yamakita 山北。  
Yamakoshi 山腰。  
Yamamichi 山道。  
Yamamiya 山宫。  
Yamamori 山森。山盛。  
Yamamoto 山本。山元。  
Yamamura 山村。  
Yamamuro 山室。  
Yamana 山名。  
Yamanaka 山中。  
Yamanari 山成。  
Yamanashi 山梨。  
Yamane 山根。  
Yamanishi 山西。  
Yamano 山野。  
Yamanobe 山野边。  
Yamanoi 山野井。山之井。山井。  
Yamanokuchi 山之口。  
Yamanouchi 山内。山之内。  
Yamanoue 山上。  
Yamao 山尾。  
Yamaoka 山冈。  
Yamasaki 山崎。  
Yamasawa 山泽。  
Yamase 山濑。  
Yamashina 山科。  
Yamashiro 山城。山代。山背。  
Yamashita 山下。  
Yamataka 山高。  
Yamatani 山谷。  
Yamate 山手。  
Yamato 大和。山户。山门。  
Yamauchi 山内。  
Yamaue 山上。  
Yamaura 山浦。  
Yamawaki 山胁 
Yamaya 山谷。山屋。  
Yamayoshi 山吉。  
Yamazaki 山崎。  
Yamazato 山里。  
Yamazoe 山添。  
Yamoto 矢本。  
Yamura 谷村。  
Yanada 梁田。  
Yanagawa 柳川。梁川。  
Yanagi 柳。  
Yanagibashi 柳桥。  
Yanagida 柳田。  
Yanagihara 柳原。  
Yanagii 柳井。  
Yanagimachi 柳町。  
Yanagimoto 柳本。  
Yanaginuma 柳沼。  
Yanagisawa 柳泽。  
Yanagishita 柳下。  
Yanagitani 柳谷。  
Yanagiya 柳谷。柳家。  
Yanahara 柳原。  
Yanai 矢内。柳井。箭内。  
Yanaida 谷内田。  
Yanaihara 矢内原。  
Yanaka 谷中。  
Yanamoto 柳本。梁本。  
Yanase 柳濑。梁濑。  
Yanashima 梁岛。  
Yano 矢野。谷野。  
Yao 八尾。矢尾。  
Yaoi 矢追。  
Yaoita 八尾板。矢尾板。八百板。  
Yara 屋良。  
Yarita 枪田。 
Yasaka 八阪。  
Yasaku 矢作。  
Yashiki 屋敷。  
Yashima 八岛。  
Yashiro 矢作。八代。屋代。八城。  
Yasogawa 八十川。  
Yasoshima 八十岛。  
Yasu 安。  
Yasuda 安田。保田。  
Yasue 安江。  
Yasufuku 安福。  
Yasugi 八杉。  
Yasuhara 安原。康原。  
Yasuhiru 安蒜。  
Yasui 安井。保井。安居。  
Yasujima 安岛。  
Yasukawa 安川。  
Yasuki 保木。  
Yasuma 安间。  
Yasumatsu 安松。  
Yasumi 安见。八角。  
Yasumoto 安本。康本。保本。  
Yasumura 安村。  
Yasumuro 安室。  
Yasunaga 安永。  
Yasunari 安成。  
Yasunishi 安西。  
Yasuno 安野。  
Yasuoka 安冈。保冈。  
Yasura 安乐。  
Yasuseki 安积。  
Yasutaka 保高。  
Yasutake 安武。  
Yasutani 保谷。  
Yasutomi 安富。  
Yasutomo 安友。  
Yasuyama 安山。  
Yasuzawa 安泽。  
Yata 谷田。  
Yatabe 谷田部。矢田部。  
Yatagai 谷田贝。  
Yatagawa 谷田川。  
Yatani 矢谷。  
Yato 谷户。矢藤。谷藤。矢头。  
Yatsu 谷津。  
Yatsugi 矢次。  
Yatsuhashi 八桥。  
Yatsuka 八冢。  
Yatsunami 八并。  
Yatsushima 八岛。  
Yatsushiro 八代。  
Yauchi 谷内。矢内。箭内。  
Yawata 八幡。  
Yayama 矢山。  
Yazaki 矢崎。  
Yazawa 矢泽。谷泽。八泽。  
Yo 余。  
Yoda 依田。与田。余田。养田。  
Yodogawa 淀川。  
Yogi 与仪。  
Yogo 余语。  
Yokai 用皆。  
Yokawa 阳川。  
Yokemura 除村。  
Yokobori 横堀。  
Yokochi 横地。  
Yokoe 横江。  
Yokogawa 横川。横河。  
Yokoki 横木。  
Yokokura 横仓。  
Yokomichi 横路。横道。  
Yokomitsu 横光。  
Yokomizo 横沟。  
Yokomori 横森。  
Yokomura 横村。  
Yokono 横野。  
Yokoo 横尾。  
Yokose 横濑。  
Yokoshima 横岛。  
Yokosuka 横须贺。  
Yokota 横田。  
Yokotani 横谷。  
Yokote 横手。  
Yokotsuka 横冢。  
Yokouchi 横内。  
Yokoya 横谷。横屋。  
Yokoyama 横山。  
Yokozawa 横泽。  
Yokozeki 横关。  
Yomo 四方。  
Yomogida 蓬田。  
Yomota 四方田。  
Yonago 米子。  
Yonai 米内。  
Yonaiyama 米内山。  
Yonamine 与那岭。  
Yoneda 米田。  
Yonehara 米原。  
Yonei 米井。  
Yonekawa 米川。  
Yonekubo 米洼。  
Yonekura 米仓。  
Yonemochi 米持。  
Yonemoto 米本。米元。  
Yonemura 米村。  
Yoneoka 米冈。  
Yoneshima 米岛。  
Yonetani 米谷。  
Yoneya 米谷。  
Yoneyama 米山。  
Yonezaki 米崎。  
Yonezawa 米泽。  
Yonezu 米津。  
Yorifuji 依藤。  
Yorishima 庵岛。  
Yorita 依田。  
Yorozu 万。  
Yorozuda 万田。  
Yorozuyo 万代。  
Yosa 与谢。  
Yosano 与谢野。  
Yoshiba 吉羽。吉叶。  
Yoshida 吉田。芳田。  
Yoshidome 吉留。  
Yoshie 吉江。  
Yoshifuji 吉藤。  
Yoshiga 芳贺。  
Yoshigami 由上。  
Yoshihama 吉滨。  
Yoshihara 吉原。良原。  
Yoshihashi 吉桥。  
Yoshihiro 吉弘。  
Yoshii 吉井。由井。好井。芳井。  
Yoshiike 吉池。  
Yoshijima 吉岛。  
Yoshikane 吉兼。  
Yoshikawa 吉川。芳川。良川。好川。吉河。  
Yoshiki 吉木。  
Yoshikiyo 吉清。  
Yoshikoshi 吉越。  
Yoshikuni 吉国。  
Yoshikura 吉仓。  
Yoshimasu 吉增。吉益。  
Yoshimatsu 吉松。  
Yoshimi 吉见。能美。嘉。  
Yoshimitsu 吉光。  
Yoshimizu 吉水。  
Yoshimori 吉森。  
Yoshimoto 吉本。吉元。芳本。良元。义本。  
Yoshimura 吉村。芳村。能村。  
Yoshinaga 吉永。  
Yoshinaka 吉中。  
Yoshinari 吉成。  
Yoshino 吉野。芳野。  
Yoshinuma 吉沼。  
Yoshio 吉尾。吉雄。  
Yoshioka 吉冈。  
Yoshita 喜田。  
Yoshitake 吉武。吉竹。  
Yoshitani 吉谷。  
Yoshitomi 吉富。  
Yoshiuchi 吉内。  
Yoshiue 吉植。  
Yoshiura 吉浦。  
Yoshiwara 吉原。  
Yoshiya 吉谷。吉屋。  
Yoshiyama 吉山。嘉山。  
Yoshiyuki 吉行。  
Yoshizaka 吉阪。  
Yoshizaki 吉崎。  
Yoshizawa 吉泽。芳泽。嘉泽。好泽。喜泽。善泽。由泽。能泽。义泽。  
Yoshizumi 吉住。善积。  
Yotsugi 世继。  
Yotsumiya 四宫。  
Yotsumoto 四本。四元。  
Yotsuya 四谷。四家。  
Yuasa 汤浅。  
Yuba 弓场。  
Yuda 汤田。  
Yugami 汤上。  
Yuge 弓削。  
Yuguchi 汤口。  
Yuhara 汤原。  
Yui 由井。油井。由比。  
Yuize 唯是。  
Yukawa 汤川。汤河。  
Yuki 熊木。柚木。由起。结城。汤木。  
Yukikata 行方。  
Yukiki 行木。  
Yukimasa 行政。  
Yukimatsu 行松。  
Yukita 幸田。  
Yukitomo 行友。  
Yumeno 梦野。  
Yumikeshi 弓削。  
Yumino 弓野。  
Yumoto 汤本。柚本。  
Yumura 汤村。  
Yunba 弓场。  
Yunoki 柚木。  
Yura 由良。  
Yuri 由利。  
Yusa 游佐。  
Yutakayama 丰山。  
Yutani 油谷。汤谷。  
Yuya 油谷。汤谷。  
Yuyama 汤山。  
Yuzawa 汤泽。  
Yuzuki 柚木。 
 Z 

Zaibe 财部。  
Zaitsu 财津。  
Zama 座间。  
Zanma 残间。  
Zen 膳。  
Zenitani 钱谷。  
Zeniya 钱谷。  
Zuicho 随朝。  
Zuisen 随川。  
Zumoto 头本。  
Zushi 国师。  
Zusho 图书。
